category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-players,/nfl/advanced/players/receiving/perimeter-receptions,Perimeter (Outside) Receptions | NFL Advanced Stats,no,3,Nico CollinsN. Collins,/nfl/player-pages/14167/nico-collins,Houston Texans,WR,2026,6,6,6,6,6,6,-,
advanced-players,/nfl/advanced/players/receiving/perimeter-target-rate,Perimeter (Outside) Target Rate | NFL Advanced Stats,no,1,Parker WashingtonP. Washington,/nfl/player-pages/19762/parker-washington,Jacksonville Jaguars,WR,2026,62.5%,62.5%,62.5%,62.5%,62.5%,62.5%,-,
advanced-players,/nfl/advanced/players/receiving/perimeter-target-rate,Perimeter (Outside) Target Rate | NFL Advanced Stats,no,2,Jaxon Smith-NjigbaJ. Smith-Njigba,/nfl/player-pages/2999/jaxon-smith-njigba,Seattle Seahawks,WR,2026,50.0%,50.0%,50.0%,50.0%,50.0%,50.0%,-,
advanced-players,/nfl/advanced/players/receiving/perimeter-target-rate,Perimeter (Outside) Target Rate | NFL Advanced Stats,no,2,Roman WilsonR. Wilson,/nfl/player-pages/5609/roman-wilson,Pittsburgh Steelers,WR,2026,50.0%,50.0%,50.0%,50.0%,50.0%,50.0%,-,
advanced-players,/nfl/advanced/players/receiving/perimeter-target-rate,Perimeter (Outside) Target Rate | NFL Advanced Stats,no,4,Puka NacuaP. Nacua,/nfl/player-pages/14907/puka-nacua,Los Angeles Rams,WR,2026,47.1%,47.1%,47.1%,47.1%,47.1%,47.1%,-,
advanced-players,/nfl/advanced/players/receiving/perimeter-target-rate,Perimeter (Outside) Target Rate | NFL Advanced Stats,no,5,Deebo Samuel Sr.D. Samuel Sr.,/nfl/player-pages/22670/deebo-samuel-sr,San Francisco 49ers,WR,2026,42.9%,42.9%,42.9%,42.9%,42.9%,-,42.9%,
advanced-players,/nfl/advanced/players/receiving/perimeter-targets,Perimeter (Outside) Targets | NFL Advanced Stats,no,1,Matthew GoldenM. Golden,/nfl/player-pages/1620/matthew-golden,Green Bay Packers,WR,2026,11,11,11,11,11,-,11,
advanced-players,/nfl/advanced/players/receiving/perimeter-targets,Perimeter (Outside) Targets | NFL Advanced Stats,no,2,Nico CollinsN. Collins,/nfl/player-pages/14167/nico-collins,Houston Texans,WR,2026,9,9,9,9,9,9,-,
advanced-players,/nfl/advanced/players/receiving/perimeter-targets,Perimeter (Outside) Targets | NFL Advanced Stats,no,2,DK MetcalfD. Metcalf,/nfl/player-pages/21550/dk-metcalf,Pittsburgh Steelers,WR,2026,9,9,9,9,9,9,-,
advanced-players,/nfl/advanced/players/receiving/perimeter-targets,Perimeter (Outside) Targets | NFL Advanced Stats,no,4,Jaxon Smith-NjigbaJ. Smith-Njigba,/nfl/player-pages/2999/jaxon-smith-njigba,Seattle Seahawks,WR,2026,8,8,8,8,8,8,-,
advanced-players,/nfl/advanced/players/receiving/perimeter-targets,Perimeter (Outside) Targets | NFL Advanced Stats,no,4,Chris OlaveC. Olave,/nfl/player-pages/4973/chris-olave,New Orleans Saints,WR,2026,8,8,8,8,8,-,8,
advanced-players,/nfl/advanced/players/receiving/qb-rating-per-target,QB Rating per Target | NFL Advanced Stats,no,1,Chuba HubbardC. Hubbard,/nfl/player-pages/5378/chuba-hubbard,Carolina Panthers,RB,2026,158.3,158.3,158.3,158.3,158.3,158.3,158.3,
advanced-players,/nfl/advanced/players/receiving/qb-rating-per-target,QB Rating per Target | NFL Advanced Stats,no,1,Antonio WilliamsA. Williams,/nfl/player-pages/110939/antonio-williams,Washington Commanders,WR,2026,158.3,158.3,158.3,158.3,158.3,158.3,158.3,
advanced-players,/nfl/advanced/players/receiving/qb-rating-per-target,QB Rating per Target | NFL Advanced Stats,no,1,Jakobi MeyersJ. Meyers,/nfl/player-pages/9298/jakobi-meyers,Jacksonville Jaguars,WR,2026,158.3,158.3,158.3,158.3,158.3,158.3,158.3,
advanced-players,/nfl/advanced/players/receiving/qb-rating-per-target,QB Rating per Target | NFL Advanced Stats,no,1,Jalen CokerJ. Coker,/nfl/player-pages/9884/jalen-coker,Carolina Panthers,WR,2026,158.3,158.3,158.3,158.3,158.3,158.3,158.3,
advanced-players,/nfl/advanced/players/receiving/qb-rating-per-target,QB Rating per Target | NFL Advanced Stats,no,1,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,158.3,158.3,158.3,158.3,158.3,158.3,158.3,
advanced-players,/nfl/advanced/players/receiving/receiver-air-conversion-ratio,Receiver Air Conversion Ratio | NFL Advanced Stats,no,1,Greg DulcichG. Dulcich,/nfl/player-pages/4086/greg-dulcich,Miami Dolphins,TE,2026,18.0,18.0,18.0,18.0,18.0,-,18.0,
advanced-players,/nfl/advanced/players/receiving/receiver-air-conversion-ratio,Receiver Air Conversion Ratio | NFL Advanced Stats,no,2,Quinshon JudkinsQ. Judkins,/nfl/player-pages/24543/quinshon-judkins,Cleveland Browns,RB,2026,17.0,17.0,17.0,17.0,17.0,-,17.0,
advanced-players,/nfl/advanced/players/receiving/receiver-air-conversion-ratio,Receiver Air Conversion Ratio | NFL Advanced Stats,no,3,Chris Godwin Jr.C. Godwin Jr.,/nfl/player-pages/17568/chris-godwin-jr,Tampa Bay Buccaneers,WR,2026,13.3,13.3,13.3,13.3,13.3,-,13.3,
advanced-players,/nfl/advanced/players/receiving/receiver-air-conversion-ratio,Receiver Air Conversion Ratio | NFL Advanced Stats,no,4,Samaje PerineS. Perine,/nfl/player-pages/5423/samaje-perine,Cincinnati Bengals,RB,2026,10.0,10.0,10.0,10.0,10.0,10.0,-,
advanced-players,/nfl/advanced/players/receiving/receiver-air-conversion-ratio,Receiver Air Conversion Ratio | NFL Advanced Stats,no,5,De'Von AchaneD. Achane,/nfl/player-pages/2590/devon-achane,Miami Dolphins,RB,2026,7.5,7.5,7.5,7.5,7.5,-,7.5,
advanced-players,/nfl/advanced/players/receiving/receiver-target-separation,Receiver Target Separation | NFL Advanced Stats,no,1,Jaylin NoelJ. Noel,/nfl/player-pages/10401/jaylin-noel,Houston Texans,WR,2026,5.0,5.0,5.0,5.0,5.0,5.0,-,
advanced-players,/nfl/advanced/players/receiving/receiver-target-separation,Receiver Target Separation | NFL Advanced Stats,no,1,Breece HallB. Hall,/nfl/player-pages/15133/breece-hall,New York Jets,RB,2026,5.0,5.0,5.0,5.0,5.0,-,5.0,
advanced-players,/nfl/advanced/players/receiving/receiver-target-separation,Receiver Target Separation | NFL Advanced Stats,no,3,Jahmyr GibbsJ. Gibbs,/nfl/player-pages/14931/jahmyr-gibbs,Detroit Lions,RB,2026,4.6,4.6,4.6,4.6,4.6,4.6,-,
advanced-players,/nfl/advanced/players/receiving/receiver-target-separation,Receiver Target Separation | NFL Advanced Stats,no,4,Tyjae SpearsT. Spears,/nfl/player-pages/16445/tyjae-spears,Tennessee Titans,RB,2026,4.5,4.5,4.5,4.5,4.5,4.5,-,
advanced-players,/nfl/advanced/players/receiving/receiver-target-separation,Receiver Target Separation | NFL Advanced Stats,no,5,Raheim SandersR. Sanders,/nfl/player-pages/13074/raheim-sanders,Cleveland Browns,RB,2026,4.3,4.3,4.3,4.3,4.3,-,4.3,
advanced-players,/nfl/advanced/players/receiving/right-aligned-fantasy-points-per-route,Right-Aligned FP/Route | NFL Advanced Stats,no,1,Christian WatsonC. Watson,/nfl/player-pages/19237/christian-watson,Green Bay Packers,WR,2026,1.49,1.49,1.49,1.49,1.49,-,1.49,
advanced-players,/nfl/advanced/players/receiving/right-aligned-fantasy-points-per-route,Right-Aligned FP/Route | NFL Advanced Stats,no,2,Jakobi MeyersJ. Meyers,/nfl/player-pages/9298/jakobi-meyers,Jacksonville Jaguars,WR,2026,1.39,1.39,1.39,1.39,1.39,1.39,-,
advanced-players,/nfl/advanced/players/receiving/right-aligned-fantasy-points-per-route,Right-Aligned FP/Route | NFL Advanced Stats,no,3,Parker WashingtonP. Washington,/nfl/player-pages/19762/parker-washington,Jacksonville Jaguars,WR,2026,1.36,1.36,1.36,1.36,1.36,1.36,-,
advanced-players,/nfl/advanced/players/receiving/right-aligned-fantasy-points-per-route,Right-Aligned FP/Route | NFL Advanced Stats,no,4,DJ MooreD. Moore,/nfl/player-pages/14010/dj-moore,Buffalo Bills,WR,2026,1.16,1.16,1.16,1.16,1.16,-,1.16,
advanced-players,/nfl/advanced/players/receiving/right-aligned-fantasy-points-per-route,Right-Aligned FP/Route | NFL Advanced Stats,no,5,Denzel BostonD. Boston,/nfl/player-pages/110385/denzel-boston,Cleveland Browns,WR,2026,1.11,1.11,1.11,1.11,1.11,-,1.11,
advanced-players,/nfl/advanced/players/receiving/right-aligned-receptions,Right-Aligned Receptions | NFL Advanced Stats,no,1,Michael WilsonM. Wilson,/nfl/player-pages/502/michael-wilson,Arizona Cardinals,WR,2026,5,5,5,5,5,-,5,
advanced-players,/nfl/advanced/players/receiving/right-aligned-receptions,Right-Aligned Receptions | NFL Advanced Stats,no,1,Chris OlaveC. Olave,/nfl/player-pages/4973/chris-olave,New Orleans Saints,WR,2026,5,5,5,5,5,-,5,
advanced-players,/nfl/advanced/players/receiving/right-aligned-receptions,Right-Aligned Receptions | NFL Advanced Stats,no,1,Jalen CokerJ. Coker,/nfl/player-pages/9884/jalen-coker,Carolina Panthers,WR,2026,5,5,5,5,5,5,-,
advanced-players,/nfl/advanced/players/receiving/right-aligned-receptions,Right-Aligned Receptions | NFL Advanced Stats,no,4,Mack HollinsM. Hollins,/nfl/player-pages/1147/mack-hollins,New England Patriots,WR,2026,4,4,4,4,4,-,4,
advanced-players,/nfl/advanced/players/receiving/right-aligned-receptions,Right-Aligned Receptions | NFL Advanced Stats,no,4,Jaxon Smith-NjigbaJ. Smith-Njigba,/nfl/player-pages/2999/jaxon-smith-njigba,Seattle Seahawks,WR,2026,4,4,4,4,4,4,-,
advanced-players,/nfl/advanced/players/receiving/right-aligned-target-rate,Right-Aligned Target Rate | NFL Advanced Stats,no,1,Khalil ShakirK. Shakir,/nfl/player-pages/22751/khalil-shakir,Buffalo Bills,WR,2026,62.5%,62.5%,62.5%,62.5%,62.5%,-,62.5%,
advanced-players,/nfl/advanced/players/receiving/right-aligned-target-rate,Right-Aligned Target Rate | NFL Advanced Stats,no,2,Kalif RaymondK. Raymond,/nfl/player-pages/7394/kalif-raymond,Chicago Bears,WR,2026,50.0%,50.0%,50.0%,50.0%,50.0%,-,50.0%,
advanced-players,/nfl/advanced/players/receiving/right-aligned-target-rate,Right-Aligned Target Rate | NFL Advanced Stats,no,2,KC ConcepcionK. Concepcion,/nfl/player-pages/110438/kc-concepcion,Cleveland Browns,WR,2026,50.0%,50.0%,50.0%,50.0%,50.0%,-,50.0%,
advanced-players,/nfl/advanced/players/receiving/right-aligned-target-rate,Right-Aligned Target Rate | NFL Advanced Stats,no,4,Mack HollinsM. Hollins,/nfl/player-pages/1147/mack-hollins,New England Patriots,WR,2026,45.5%,45.5%,45.5%,45.5%,45.5%,-,45.5%,
advanced-players,/nfl/advanced/players/receiving/right-aligned-target-rate,Right-Aligned Target Rate | NFL Advanced Stats,no,5,Garrett WilsonG. Wilson,/nfl/player-pages/1670/garrett-wilson,New York Jets,WR,2026,42.9%,42.9%,42.9%,42.9%,42.9%,-,42.9%,
advanced-players,/nfl/advanced/players/receiving/right-aligned-targets,Right-Aligned Targets | NFL Advanced Stats,no,1,Michael WilsonM. Wilson,/nfl/player-pages/502/michael-wilson,Arizona Cardinals,WR,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/receiving/right-aligned-targets,Right-Aligned Targets | NFL Advanced Stats,no,1,Matthew GoldenM. Golden,/nfl/player-pages/1620/matthew-golden,Green Bay Packers,WR,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/receiving/right-aligned-targets,Right-Aligned Targets | NFL Advanced Stats,no,1,Chris OlaveC. Olave,/nfl/player-pages/4973/chris-olave,New Orleans Saints,WR,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/receiving/right-aligned-targets,Right-Aligned Targets | NFL Advanced Stats,no,1,Jalen CokerJ. Coker,/nfl/player-pages/9884/jalen-coker,Carolina Panthers,WR,2026,6,6,6,6,6,6,-,
advanced-players,/nfl/advanced/players/receiving/right-aligned-targets,Right-Aligned Targets | NFL Advanced Stats,no,1,Amon-Ra St. BrownA. St. Brown,/nfl/player-pages/12451/amon-ra-st-brown,Detroit Lions,WR,2026,6,6,6,6,6,6,-,
advanced-players,/nfl/advanced/players/receiving/routes-vs-man,Routes vs Man | NFL Advanced Stats,no,1,Tetairoa McMillanT. McMillan,/nfl/player-pages/5263/tetairoa-mcmillan,Carolina Panthers,WR,2026,23,23,23,23,23,23,-,
advanced-players,/nfl/advanced/players/receiving/routes-vs-man,Routes vs Man | NFL Advanced Stats,no,2,Jalen CokerJ. Coker,/nfl/player-pages/9884/jalen-coker,Carolina Panthers,WR,2026,19,19,19,19,19,19,-,
advanced-players,/nfl/advanced/players/receiving/routes-vs-man,Routes vs Man | NFL Advanced Stats,no,2,Devaughn VeleD. Vele,/nfl/player-pages/13889/devaughn-vele,New Orleans Saints,WR,2026,19,19,19,19,19,-,19,
advanced-players,/nfl/advanced/players/receiving/routes-vs-man,Routes vs Man | NFL Advanced Stats,no,4,Michael WilsonM. Wilson,/nfl/player-pages/502/michael-wilson,Arizona Cardinals,WR,2026,17,17,17,17,17,-,17,
advanced-players,/nfl/advanced/players/receiving/routes-vs-man,Routes vs Man | NFL Advanced Stats,no,4,Juwan JohnsonJ. Johnson,/nfl/player-pages/14481/juwan-johnson,New Orleans Saints,TE,2026,17,17,17,17,17,-,17,
advanced-players,/nfl/advanced/players/receiving/routes-vs-zone,Routes vs Zone | NFL Advanced Stats,no,1,Chris OlaveC. Olave,/nfl/player-pages/4973/chris-olave,New Orleans Saints,WR,2026,39,39,39,39,39,-,39,
advanced-players,/nfl/advanced/players/receiving/routes-vs-zone,Routes vs Zone | NFL Advanced Stats,no,2,Devaughn VeleD. Vele,/nfl/player-pages/13889/devaughn-vele,New Orleans Saints,WR,2026,36,36,36,36,36,-,36,
advanced-players,/nfl/advanced/players/receiving/routes-vs-zone,Routes vs Zone | NFL Advanced Stats,no,3,Juwan JohnsonJ. Johnson,/nfl/player-pages/14481/juwan-johnson,New Orleans Saints,TE,2026,31,31,31,31,31,-,31,
advanced-players,/nfl/advanced/players/receiving/routes-vs-zone,Routes vs Zone | NFL Advanced Stats,no,3,Bryce LanceB. Lance,/nfl/player-pages/110649/bryce-lance,New Orleans Saints,WR,2026,31,31,31,31,31,-,31,
advanced-players,/nfl/advanced/players/receiving/routes-vs-zone,Routes vs Zone | NFL Advanced Stats,no,5,Matthew GoldenM. Golden,/nfl/player-pages/1620/matthew-golden,Green Bay Packers,WR,2026,30,30,30,30,30,-,30,
advanced-players,/nfl/advanced/players/receiving/single-high-rate,Single High Rate | NFL Advanced Stats,no,1,Kenneth Walker IIIK. Walker III,/nfl/player-pages/2659/kenneth-walker-iii,Kansas City Chiefs,RB,2026,91.7%,91.7%,91.7%,91.7%,91.7%,91.7%,-,
advanced-players,/nfl/advanced/players/receiving/single-high-rate,Single High Rate | NFL Advanced Stats,no,1,Josh PalmerJ. Palmer,/nfl/player-pages/24050/josh-palmer,Buffalo Bills,WR,2026,91.7%,91.7%,91.7%,91.7%,91.7%,-,91.7%,
advanced-players,/nfl/advanced/players/receiving/single-high-rate,Single High Rate | NFL Advanced Stats,no,3,Dawson KnoxD. Knox,/nfl/player-pages/12589/dawson-knox,Buffalo Bills,TE,2026,90.9%,90.9%,90.9%,90.9%,90.9%,-,90.9%,
advanced-players,/nfl/advanced/players/receiving/single-high-rate,Single High Rate | NFL Advanced Stats,no,4,Noah GrayN. Gray,/nfl/player-pages/1994/noah-gray,Kansas City Chiefs,TE,2026,88.9%,88.9%,88.9%,88.9%,88.9%,88.9%,-,
advanced-players,/nfl/advanced/players/receiving/single-high-rate,Single High Rate | NFL Advanced Stats,no,5,Khalil ShakirK. Shakir,/nfl/player-pages/22751/khalil-shakir,Buffalo Bills,WR,2026,85.0%,85.0%,85.0%,85.0%,85.0%,-,85.0%,
advanced-players,/nfl/advanced/players/receiving/slot-fantasy-points-per-route,Slot FP/Route | NFL Advanced Stats,no,1,Jakobi MeyersJ. Meyers,/nfl/player-pages/9298/jakobi-meyers,Jacksonville Jaguars,WR,2026,2.43,2.43,2.43,2.43,2.43,2.43,-,
advanced-players,/nfl/advanced/players/receiving/slot-fantasy-points-per-route,Slot FP/Route | NFL Advanced Stats,no,2,Antonio WilliamsA. Williams,/nfl/player-pages/110939/antonio-williams,Washington Commanders,WR,2026,2.08,2.08,2.08,2.08,2.08,-,2.08,
advanced-players,/nfl/advanced/players/receiving/slot-fantasy-points-per-route,Slot FP/Route | NFL Advanced Stats,no,3,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,1.88,1.88,1.88,1.88,1.88,-,1.88,
advanced-players,/nfl/advanced/players/receiving/slot-fantasy-points-per-route,Slot FP/Route | NFL Advanced Stats,no,4,Jahdae WalkerJ. Walker,/nfl/player-pages/24350/jahdae-walker,Chicago Bears,WR,2026,1.65,1.65,1.65,1.65,1.65,-,1.65,
advanced-players,/nfl/advanced/players/receiving/slot-fantasy-points-per-route,Slot FP/Route | NFL Advanced Stats,no,5,Parker WashingtonP. Washington,/nfl/player-pages/19762/parker-washington,Jacksonville Jaguars,WR,2026,1.58,1.58,1.58,1.58,1.58,1.58,-,
advanced-players,/nfl/advanced/players/receiving/slot-receptions,Slot Receptions | NFL Advanced Stats,no,1,Amon-Ra St. BrownA. St. Brown,/nfl/player-pages/12451/amon-ra-st-brown,Detroit Lions,WR,2026,6,6,6,6,6,6,-,
advanced-players,/nfl/advanced/players/receiving/slot-receptions,Slot Receptions | NFL Advanced Stats,no,2,Kalif RaymondK. Raymond,/nfl/player-pages/7394/kalif-raymond,Chicago Bears,WR,2026,5,5,5,5,5,-,5,
advanced-players,/nfl/advanced/players/receiving/slot-receptions,Slot Receptions | NFL Advanced Stats,no,3,Chris OlaveC. Olave,/nfl/player-pages/4973/chris-olave,New Orleans Saints,WR,2026,4,4,4,4,4,-,4,
advanced-players,/nfl/advanced/players/receiving/slot-receptions,Slot Receptions | NFL Advanced Stats,no,3,Kendrick BourneK. Bourne,/nfl/player-pages/6981/kendrick-bourne,Arizona Cardinals,WR,2026,4,4,4,4,4,-,4,
advanced-players,/nfl/advanced/players/receiving/slot-receptions,Slot Receptions | NFL Advanced Stats,no,3,DeMario DouglasD. Douglas,/nfl/player-pages/8027/demario-douglas,New England Patriots,WR,2026,4,4,4,4,4,-,4,
advanced-players,/nfl/advanced/players/receiving/slot-target-rate,Slot Target Rate | NFL Advanced Stats,no,1,Mike EvansM. Evans,/nfl/player-pages/6348/mike-evans,San Francisco 49ers,WR,2026,75.0%,75.0%,75.0%,75.0%,75.0%,-,75.0%,
advanced-players,/nfl/advanced/players/receiving/slot-target-rate,Slot Target Rate | NFL Advanced Stats,no,2,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,60.0%,60.0%,60.0%,60.0%,60.0%,-,60.0%,
advanced-players,/nfl/advanced/players/receiving/slot-target-rate,Slot Target Rate | NFL Advanced Stats,no,3,Kalif RaymondK. Raymond,/nfl/player-pages/7394/kalif-raymond,Chicago Bears,WR,2026,55.6%,55.6%,55.6%,55.6%,55.6%,-,55.6%,
advanced-players,/nfl/advanced/players/receiving/slot-target-rate,Slot Target Rate | NFL Advanced Stats,no,3,Pat BryantP. Bryant,/nfl/player-pages/10566/pat-bryant,Denver Broncos,WR,2026,55.6%,55.6%,55.6%,55.6%,55.6%,-,55.6%,
advanced-players,/nfl/advanced/players/receiving/slot-target-rate,Slot Target Rate | NFL Advanced Stats,no,5,Antonio WilliamsA. Williams,/nfl/player-pages/110939/antonio-williams,Washington Commanders,WR,2026,50.0%,50.0%,50.0%,50.0%,50.0%,-,50.0%,
advanced-players,/nfl/advanced/players/receiving/slot-targets,Slot Targets | NFL Advanced Stats,no,1,Amon-Ra St. BrownA. St. Brown,/nfl/player-pages/12451/amon-ra-st-brown,Detroit Lions,WR,2026,7,7,7,7,7,7,-,
advanced-players,/nfl/advanced/players/receiving/slot-targets,Slot Targets | NFL Advanced Stats,no,1,Stefon DiggsS. Diggs,/nfl/player-pages/17968/stefon-diggs,Washington Commanders,WR,2026,7,7,7,7,7,-,7,
advanced-players,/nfl/advanced/players/receiving/slot-targets,Slot Targets | NFL Advanced Stats,no,3,Jayden ReedJ. Reed,/nfl/player-pages/4414/jayden-reed,Green Bay Packers,WR,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/receiving/slot-targets,Slot Targets | NFL Advanced Stats,no,3,DeMario DouglasD. Douglas,/nfl/player-pages/8027/demario-douglas,New England Patriots,WR,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/receiving/slot-targets,Slot Targets | NFL Advanced Stats,no,5,Chris OlaveC. Olave,/nfl/player-pages/4973/chris-olave,New Orleans Saints,WR,2026,5,5,5,5,5,-,5,
advanced-players,/nfl/advanced/players/receiving/target-accuracy,Target Accuracy | NFL Advanced Stats,no,1,Darnell MooneyD. Mooney,/nfl/player-pages/950/darnell-mooney,New York Giants,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/target-accuracy,Target Accuracy | NFL Advanced Stats,no,1,Emmett JohnsonE. Johnson,/nfl/player-pages/110611/emmett-johnson,Kansas City Chiefs,RB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/target-accuracy,Target Accuracy | NFL Advanced Stats,no,1,Garrett WilsonG. Wilson,/nfl/player-pages/1670/garrett-wilson,New York Jets,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/target-accuracy,Target Accuracy | NFL Advanced Stats,no,1,Ryan FlournoyR. Flournoy,/nfl/player-pages/2261/ryan-flournoy,Dallas Cowboys,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/target-accuracy,Target Accuracy | NFL Advanced Stats,no,1,Pat FreiermuthP. Freiermuth,/nfl/player-pages/2422/pat-freiermuth,Pittsburgh Steelers,TE,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/receiving/target-premium,Target Premium | NFL Advanced Stats,no,1,Lan LarisonL. Larison,/nfl/player-pages/6021/lan-larison,New England Patriots,RB,2026,85.00,85.00,85.00,85.00,85.00,0.00,85.00,
advanced-players,/nfl/advanced/players/receiving/target-premium,Target Premium | NFL Advanced Stats,no,2,Zay FlowersZ. Flowers,/nfl/player-pages/14489/zay-flowers,Baltimore Ravens,WR,2026,45.00,45.00,45.00,45.00,45.00,0.00,45.00,
advanced-players,/nfl/advanced/players/receiving/target-premium,Target Premium | NFL Advanced Stats,no,3,Ladd McConkeyL. McConkey,/nfl/player-pages/3282/ladd-mcconkey,Los Angeles Chargers,WR,2026,38.85,38.85,38.85,38.85,38.85,38.85,0.00,
advanced-players,/nfl/advanced/players/receiving/target-premium,Target Premium | NFL Advanced Stats,no,4,John BatesJ. Bates,/nfl/player-pages/2419/john-bates,Washington Commanders,TE,2026,35.00,35.00,35.00,35.00,35.00,0.00,35.00,
advanced-players,/nfl/advanced/players/receiving/target-premium,Target Premium | NFL Advanced Stats,no,4,Kenneth Walker IIIK. Walker III,/nfl/player-pages/2659/kenneth-walker-iii,Kansas City Chiefs,RB,2026,35.00,35.00,35.00,35.00,35.00,35.00,0.00,
advanced-players,/nfl/advanced/players/receiving/target-quality-rating,Target Quality Rating | NFL Advanced Stats,no,1,Darnell MooneyD. Mooney,/nfl/player-pages/950/darnell-mooney,New York Giants,WR,2026,100.00,100.00,100.00,100.00,100.00,100.00,0.00,
advanced-players,/nfl/advanced/players/receiving/target-quality-rating,Target Quality Rating | NFL Advanced Stats,no,1,Emmett JohnsonE. Johnson,/nfl/player-pages/110611/emmett-johnson,Kansas City Chiefs,RB,2026,100.00,100.00,100.00,100.00,100.00,100.00,0.00,
advanced-players,/nfl/advanced/players/receiving/target-quality-rating,Target Quality Rating | NFL Advanced Stats,no,1,Ryan FlournoyR. Flournoy,/nfl/player-pages/2261/ryan-flournoy,Dallas Cowboys,WR,2026,100.00,100.00,100.00,100.00,100.00,0.00,100.00,
advanced-players,/nfl/advanced/players/receiving/target-quality-rating,Target Quality Rating | NFL Advanced Stats,no,1,Pat FreiermuthP. Freiermuth,/nfl/player-pages/2422/pat-freiermuth,Pittsburgh Steelers,TE,2026,100.00,100.00,100.00,100.00,100.00,100.00,0.00,
advanced-players,/nfl/advanced/players/receiving/target-quality-rating,Target Quality Rating | NFL Advanced Stats,no,1,Darren WallerD. Waller,/nfl/player-pages/3397/darren-waller,Carolina Panthers,TE,2026,100.00,100.00,100.00,100.00,100.00,100.00,0.00,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-man,Target Rate vs Man | NFL Advanced Stats,no,1,A.J. BrownA. Brown,/nfl/player-pages/3584/aj-brown,New England Patriots,WR,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-man,Target Rate vs Man | NFL Advanced Stats,no,1,Braelon AllenB. Allen,/nfl/player-pages/8067/braelon-allen,New York Jets,RB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-man,Target Rate vs Man | NFL Advanced Stats,no,3,Mike EvansM. Evans,/nfl/player-pages/6348/mike-evans,San Francisco 49ers,WR,2026,80.0%,80.0%,80.0%,80.0%,80.0%,-,80.0%,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-man,Target Rate vs Man | NFL Advanced Stats,no,4,Jack BechJ. Bech,/nfl/player-pages/3673/jack-bech,Las Vegas Raiders,WR,2026,75.0%,75.0%,75.0%,75.0%,75.0%,75.0%,-,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-man,Target Rate vs Man | NFL Advanced Stats,no,4,Amon-Ra St. BrownA. St. Brown,/nfl/player-pages/12451/amon-ra-st-brown,Detroit Lions,WR,2026,75.0%,75.0%,75.0%,75.0%,75.0%,75.0%,-,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,1,Ladd McConkeyL. McConkey,/nfl/player-pages/3282/ladd-mcconkey,Los Angeles Chargers,WR,2026,62.5%,62.5%,62.5%,62.5%,62.5%,62.5%,-,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,2,Jaylen WarrenJ. Warren,/nfl/player-pages/6251/jaylen-warren,Pittsburgh Steelers,RB,2026,55.6%,55.6%,55.6%,55.6%,55.6%,55.6%,-,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,3,Christian McCaffreyC. McCaffrey,/nfl/player-pages/23646/christian-mccaffrey,San Francisco 49ers,RB,2026,53.8%,53.8%,53.8%,53.8%,53.8%,-,53.8%,
advanced-players,/nfl/advanced/players/receiving/target-rate-vs-zone,Target Rate vs Zone | NFL Advanced Stats,no,4,Jaxon Smith-NjigbaJ. Smith-Njigba,/nfl/player-pages/2999/jaxon-smith-njigba,Seattle Seahawks,WR,2026,52.9%,52.9%,52.9%,52.9%,52.9%,52.9%,-,
