category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-teams,/nfl/advanced/teams/defense/quarterback-hit-percentage,QB Hit Percentage | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,2026,27.6%,27.6%,27.6%,27.6%,27.6%,-,27.6%,"{""2025"": ""9.0%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-hit-percentage,QB Hit Percentage | NFL Advanced Team Stats,no,3,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,26.7%,26.7%,26.7%,26.7%,26.7%,26.7%,-,"{""2025"": ""12.9%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-hit-percentage,QB Hit Percentage | NFL Advanced Team Stats,no,4,Baltimore Ravens,,Baltimore Ravens,,2026,26.5%,26.5%,26.5%,26.5%,26.5%,-,26.5%,"{""2025"": ""13.8%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-hit-percentage,QB Hit Percentage | NFL Advanced Team Stats,no,5,Las Vegas Raiders,,Las Vegas Raiders,,2026,24.3%,24.3%,24.3%,24.3%,24.3%,24.3%,-,"{""2025"": ""13.6%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-sack-percentage,QB Sack Percentage | NFL Advanced Team Stats,no,1,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,16.7%,16.7%,16.7%,16.7%,16.7%,16.7%,-,"{""2025"": ""4.5%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-sack-percentage,QB Sack Percentage | NFL Advanced Team Stats,no,2,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,15.4%,15.4%,15.4%,15.4%,15.4%,15.4%,-,"{""2025"": ""7.0%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-sack-percentage,QB Sack Percentage | NFL Advanced Team Stats,no,3,Las Vegas Raiders,,Las Vegas Raiders,,2026,13.5%,13.5%,13.5%,13.5%,13.5%,13.5%,-,"{""2025"": ""6.2%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-sack-percentage,QB Sack Percentage | NFL Advanced Team Stats,no,4,Kansas City Chiefs,,Kansas City Chiefs,,2026,12.1%,12.1%,12.1%,12.1%,12.1%,12.1%,-,"{""2025"": ""6.0%""}"
advanced-teams,/nfl/advanced/teams/defense/quarterback-sack-percentage,QB Sack Percentage | NFL Advanced Team Stats,no,5,Cincinnati Bengals,,Cincinnati Bengals,,2026,11.1%,11.1%,11.1%,11.1%,11.1%,11.1%,-,"{""2025"": ""5.7%""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play,EPA Per Play | NFL Advanced Stats,no,1,Chicago Bears,,Chicago Bears,,2026,0.419,0.419,0.419,0.419,0.419,-,0.419,"{""2025"": ""0.082""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play,EPA Per Play | NFL Advanced Stats,no,2,Baltimore Ravens,,Baltimore Ravens,,2026,0.377,0.377,0.377,0.377,0.377,-,0.377,"{""2025"": ""0.035""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play,EPA Per Play | NFL Advanced Stats,no,3,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,0.354,0.354,0.354,0.354,0.354,0.354,-,"{""2025"": ""0.029""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play,EPA Per Play | NFL Advanced Stats,no,4,New York Giants,,New York Giants,,2026,0.335,0.335,0.335,0.335,0.335,0.335,-,"{""2025"": ""0.021""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play,EPA Per Play | NFL Advanced Stats,no,5,Buffalo Bills,,Buffalo Bills,,2026,0.219,0.219,0.219,0.219,0.219,-,0.219,"{""2025"": ""0.133""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-passing,EPA Per Play (Pass) | NFL Advanced Stats,no,1,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,0.773,0.773,0.773,0.773,0.773,0.773,-,"{""2025"": ""0.049""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-passing,EPA Per Play (Pass) | NFL Advanced Stats,no,2,New York Giants,,New York Giants,,2026,0.683,0.683,0.683,0.683,0.683,0.683,-,"{""2025"": ""-0.001""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-passing,EPA Per Play (Pass) | NFL Advanced Stats,no,3,Baltimore Ravens,,Baltimore Ravens,,2026,0.479,0.479,0.479,0.479,0.479,-,0.479,"{""2025"": ""-0.040""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-passing,EPA Per Play (Pass) | NFL Advanced Stats,no,4,Chicago Bears,,Chicago Bears,,2026,0.469,0.469,0.469,0.469,0.469,-,0.469,"{""2025"": ""0.072""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-passing,EPA Per Play (Pass) | NFL Advanced Stats,no,5,Buffalo Bills,,Buffalo Bills,,2026,0.440,0.440,0.440,0.440,0.440,-,0.440,"{""2025"": ""0.155""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-rushing,EPA Per Play (Rush) | NFL Advanced Stats,no,1,Chicago Bears,,Chicago Bears,,2026,0.380,0.380,0.380,0.380,0.380,-,0.380,"{""2025"": ""0.093""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-rushing,EPA Per Play (Rush) | NFL Advanced Stats,no,2,Kansas City Chiefs,,Kansas City Chiefs,,2026,0.357,0.357,0.357,0.357,0.357,0.357,-,"{""2025"": ""0.040""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-rushing,EPA Per Play (Rush) | NFL Advanced Stats,no,3,Baltimore Ravens,,Baltimore Ravens,,2026,0.299,0.299,0.299,0.299,0.299,-,0.299,"{""2025"": ""0.106""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-rushing,EPA Per Play (Rush) | NFL Advanced Stats,no,4,San Francisco 49ers,,San Francisco 49ers,,2026,0.193,0.193,0.193,0.193,0.193,-,0.193,"{""2025"": ""-0.007""}"
advanced-teams,/nfl/advanced/teams/epa/epa-per-play-rushing,EPA Per Play (Rush) | NFL Advanced Stats,no,5,Tennessee Titans,,Tennessee Titans,,2026,0.163,0.163,0.163,0.163,0.163,0.163,-,"{""2025"": ""-0.053""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate,Success Rate | NFL Advanced Stats,no,1,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,60.4%,60.4%,60.4%,60.4%,60.4%,60.4%,-,"{""2025"": ""44.4%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate,Success Rate | NFL Advanced Stats,no,2,New York Giants,,New York Giants,,2026,60.0%,60.0%,60.0%,60.0%,60.0%,60.0%,-,"{""2025"": ""42.1%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate,Success Rate | NFL Advanced Stats,no,3,San Francisco 49ers,,San Francisco 49ers,,2026,56.3%,56.3%,56.3%,56.3%,56.3%,-,56.3%,"{""2025"": ""48.3%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate,Success Rate | NFL Advanced Stats,no,4,Chicago Bears,,Chicago Bears,,2026,54.3%,54.3%,54.3%,54.3%,54.3%,-,54.3%,"{""2025"": ""45.8%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate,Success Rate | NFL Advanced Stats,no,5,Baltimore Ravens,,Baltimore Ravens,,2026,50.0%,50.0%,50.0%,50.0%,50.0%,-,50.0%,"{""2025"": ""44.6%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-passing,Success Rate (Pass) | NFL Advanced Stats,no,1,New York Giants,,New York Giants,,2026,71.0%,71.0%,71.0%,71.0%,71.0%,71.0%,-,"{""2025"": ""40.8%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-passing,Success Rate (Pass) | NFL Advanced Stats,no,2,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,70.8%,70.8%,70.8%,70.8%,70.8%,70.8%,-,"{""2025"": ""46.3%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-passing,Success Rate (Pass) | NFL Advanced Stats,no,3,Chicago Bears,,Chicago Bears,,2026,61.3%,61.3%,61.3%,61.3%,61.3%,-,61.3%,"{""2025"": ""43.3%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-passing,Success Rate (Pass) | NFL Advanced Stats,no,4,San Francisco 49ers,,San Francisco 49ers,,2026,55.9%,55.9%,55.9%,55.9%,55.9%,-,55.9%,"{""2025"": ""52.7%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-passing,Success Rate (Pass) | NFL Advanced Stats,no,5,Arizona Cardinals,,Arizona Cardinals,,2026,55.3%,55.3%,55.3%,55.3%,55.3%,-,55.3%,"{""2025"": ""44.4%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-rushing,Success Rate (Rush) | NFL Advanced Stats,no,1,San Francisco 49ers,,San Francisco 49ers,,2026,56.7%,56.7%,56.7%,56.7%,56.7%,-,56.7%,"{""2025"": ""42.4%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-rushing,Success Rate (Rush) | NFL Advanced Stats,no,2,Carolina Panthers,,Carolina Panthers,,2026,54.5%,54.5%,54.5%,54.5%,54.5%,54.5%,-,"{""2025"": ""43.4%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-rushing,Success Rate (Rush) | NFL Advanced Stats,no,3,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,51.7%,51.7%,51.7%,51.7%,51.7%,51.7%,-,"{""2025"": ""42.0%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-rushing,Success Rate (Rush) | NFL Advanced Stats,no,4,Tennessee Titans,,Tennessee Titans,,2026,50.0%,50.0%,50.0%,50.0%,50.0%,50.0%,-,"{""2025"": ""40.1%""}"
advanced-teams,/nfl/advanced/teams/epa/success-rate-rushing,Success Rate (Rush) | NFL Advanced Stats,no,4,Dallas Cowboys,,Dallas Cowboys,,2026,50.0%,50.0%,50.0%,50.0%,50.0%,-,50.0%,"{""2025"": ""45.0%""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa,Total EPA | NFL Advanced Stats,no,1,Chicago Bears,,Chicago Bears,,2026,29.4,29.4,29.4,29.4,29.4,-,29.4,"{""2025"": ""89.7""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa,Total EPA | NFL Advanced Stats,no,2,Baltimore Ravens,,Baltimore Ravens,,2026,22.6,22.6,22.6,22.6,22.6,-,22.6,"{""2025"": ""33.3""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa,Total EPA | NFL Advanced Stats,no,3,New York Giants,,New York Giants,,2026,21.8,21.8,21.8,21.8,21.8,21.8,-,"{""2025"": ""23.1""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa,Total EPA | NFL Advanced Stats,no,4,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,18.8,18.8,18.8,18.8,18.8,18.8,-,"{""2025"": ""30.9""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa,Total EPA | NFL Advanced Stats,no,5,Buffalo Bills,,Buffalo Bills,,2026,11.4,11.4,11.4,11.4,11.4,-,11.4,"{""2025"": ""141.6""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-passing,Total Passing EPA | NFL Advanced Stats,no,1,New York Giants,,New York Giants,,2026,21.2,21.2,21.2,21.2,21.2,21.2,-,"{""2025"": ""-0.8""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-passing,Total Passing EPA | NFL Advanced Stats,no,2,Jacksonville Jaguars,,Jacksonville Jaguars,,2026,18.6,18.6,18.6,18.6,18.6,18.6,-,"{""2025"": ""29.6""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-passing,Total Passing EPA | NFL Advanced Stats,no,3,Chicago Bears,,Chicago Bears,,2026,14.6,14.6,14.6,14.6,14.6,-,14.6,"{""2025"": ""43.4""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-passing,Total Passing EPA | NFL Advanced Stats,no,4,Buffalo Bills,,Buffalo Bills,,2026,14.1,14.1,14.1,14.1,14.1,-,14.1,"{""2025"": ""84.4""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-passing,Total Passing EPA | NFL Advanced Stats,no,5,Baltimore Ravens,,Baltimore Ravens,,2026,12.4,12.4,12.4,12.4,12.4,-,12.4,"{""2025"": ""-18.6""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-rushing,Total Rushing EPA | NFL Advanced Stats,no,1,Chicago Bears,,Chicago Bears,,2026,14.8,14.8,14.8,14.8,14.8,-,14.8,"{""2025"": ""46.4""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-rushing,Total Rushing EPA | NFL Advanced Stats,no,2,Kansas City Chiefs,,Kansas City Chiefs,,2026,12.5,12.5,12.5,12.5,12.5,12.5,-,"{""2025"": ""16.5""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-rushing,Total Rushing EPA | NFL Advanced Stats,no,3,Baltimore Ravens,,Baltimore Ravens,,2026,10.2,10.2,10.2,10.2,10.2,-,10.2,"{""2025"": ""51.9""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-rushing,Total Rushing EPA | NFL Advanced Stats,no,4,San Francisco 49ers,,San Francisco 49ers,,2026,5.8,5.8,5.8,5.8,5.8,-,5.8,"{""2025"": ""-3.1""}"
advanced-teams,/nfl/advanced/teams/epa/total-epa-rushing,Total Rushing EPA | NFL Advanced Stats,no,5,Houston Texans,,Houston Texans,,2026,3.3,3.3,3.3,3.3,3.3,3.3,-,"{""2025"": ""-29.0""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/draftkings-fppg,DraftKings Fantasy Points Allowed | NFL Advanced Team Stats,no,1,San Francisco 49ers,,San Francisco 49ers,,,,6.5,6.5,6.5,6.5,-,6.5,"{""FPTS/Game"": ""6.5""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/draftkings-fppg,DraftKings Fantasy Points Allowed | NFL Advanced Team Stats,no,2,Kansas City Chiefs,,Kansas City Chiefs,,,,7.4,7.4,7.4,7.4,7.4,-,"{""FPTS/Game"": ""7.4""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/draftkings-fppg,DraftKings Fantasy Points Allowed | NFL Advanced Team Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,,,7.7,7.7,7.7,7.7,7.7,-,"{""FPTS/Game"": ""7.7""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/draftkings-fppg,DraftKings Fantasy Points Allowed | NFL Advanced Team Stats,no,4,Tennessee Titans,,Tennessee Titans,,,,9.3,9.3,9.3,9.3,9.3,-,"{""FPTS/Game"": ""9.3""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/draftkings-fppg,DraftKings Fantasy Points Allowed | NFL Advanced Team Stats,no,5,Baltimore Ravens,,Baltimore Ravens,,,,10.0,10.0,10.0,10.0,-,10.0,"{""FPTS/Game"": ""10.0""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fan-duel-fppg,FanDuel Fantasy Points Allowed | NFL Advanced Team Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,,,6.4,6.4,6.4,6.4,6.4,-,"{""FPTS/Game"": ""6.4""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fan-duel-fppg,FanDuel Fantasy Points Allowed | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,,,6.5,6.5,6.5,6.5,-,6.5,"{""FPTS/Game"": ""6.5""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fan-duel-fppg,FanDuel Fantasy Points Allowed | NFL Advanced Team Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,,,7.7,7.7,7.7,7.7,7.7,-,"{""FPTS/Game"": ""7.7""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fan-duel-fppg,FanDuel Fantasy Points Allowed | NFL Advanced Team Stats,no,4,Tennessee Titans,,Tennessee Titans,,,,9.3,9.3,9.3,9.3,9.3,-,"{""FPTS/Game"": ""9.3""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fan-duel-fppg,FanDuel Fantasy Points Allowed | NFL Advanced Team Stats,no,5,Baltimore Ravens,,Baltimore Ravens,,,,10.0,10.0,10.0,10.0,-,10.0,"{""FPTS/Game"": ""10.0""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-dropback-allowed,Fantasy Points Per Dropback Allowed | NFL Advanced Team Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,2026,0.16,0.16,0.16,0.16,0.16,0.16,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-dropback-allowed,Fantasy Points Per Dropback Allowed | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,2026,0.19,0.19,0.19,0.19,0.19,-,0.19,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-dropback-allowed,Fantasy Points Per Dropback Allowed | NFL Advanced Team Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,2026,0.22,0.22,0.22,0.22,0.22,0.22,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-dropback-allowed,Fantasy Points Per Dropback Allowed | NFL Advanced Team Stats,no,4,Seattle Seahawks,,Seattle Seahawks,,2026,0.23,0.23,0.23,0.23,0.23,0.23,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-dropback-allowed,Fantasy Points Per Dropback Allowed | NFL Advanced Team Stats,no,5,Baltimore Ravens,,Baltimore Ravens,,2026,0.27,0.27,0.27,0.27,0.27,-,0.27,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-opportunity-allowed,Fantasy Points Per Opportunity Allowed | NFL Advanced Team Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,0.3,0.3,0.3,0.3,0.3,0.3,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-opportunity-allowed,Fantasy Points Per Opportunity Allowed | NFL Advanced Team Stats,no,2,Atlanta Falcons,,Atlanta Falcons,,2026,0.5,0.5,0.5,0.5,0.5,-,0.5,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-opportunity-allowed,Fantasy Points Per Opportunity Allowed | NFL Advanced Team Stats,no,3,Washington Commanders,,Washington Commanders,,2026,0.5,0.5,0.5,0.5,0.5,-,0.5,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-opportunity-allowed,Fantasy Points Per Opportunity Allowed | NFL Advanced Team Stats,no,4,New York Jets,,New York Jets,,2026,0.6,0.6,0.6,0.6,0.6,-,0.6,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-opportunity-allowed,Fantasy Points Per Opportunity Allowed | NFL Advanced Team Stats,no,5,Houston Texans,,Houston Texans,,2026,0.6,0.6,0.6,0.6,0.6,0.6,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-route-run-allowed,Fantasy Points Per Route Run Allowed | NFL Advanced Team Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-route-run-allowed,Fantasy Points Per Route Run Allowed | NFL Advanced Team Stats,no,1,Arizona Cardinals,,Arizona Cardinals,,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-route-run-allowed,Fantasy Points Per Route Run Allowed | NFL Advanced Team Stats,no,3,Green Bay Packers,,Green Bay Packers,,2026,0.1,0.1,0.1,0.1,0.1,-,0.1,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-route-run-allowed,Fantasy Points Per Route Run Allowed | NFL Advanced Team Stats,no,4,Philadelphia Eagles,,Philadelphia Eagles,,2026,0.1,0.1,0.1,0.1,0.1,0.1,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-route-run-allowed,Fantasy Points Per Route Run Allowed | NFL Advanced Team Stats,no,5,Washington Commanders,,Washington Commanders,,2026,0.2,0.2,0.2,0.2,0.2,-,0.2,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-target-allowed,Fantasy Points Per Target Allowed | NFL Advanced Team Stats,no,1,Atlanta Falcons,,Atlanta Falcons,,2026,1.3,1.3,1.3,1.3,1.3,-,1.3,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-target-allowed,Fantasy Points Per Target Allowed | NFL Advanced Team Stats,no,2,New York Jets,,New York Jets,,2026,1.5,1.5,1.5,1.5,1.5,-,1.5,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-target-allowed,Fantasy Points Per Target Allowed | NFL Advanced Team Stats,no,3,Las Vegas Raiders,,Las Vegas Raiders,,2026,2.1,2.1,2.1,2.1,2.1,2.1,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-target-allowed,Fantasy Points Per Target Allowed | NFL Advanced Team Stats,no,4,Detroit Lions,,Detroit Lions,,2026,2.3,2.3,2.3,2.3,2.3,2.3,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-target-allowed,Fantasy Points Per Target Allowed | NFL Advanced Team Stats,no,5,Seattle Seahawks,,Seattle Seahawks,,2026,2.3,2.3,2.3,2.3,2.3,2.3,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-touch-allowed,Fantasy Points Per Touch Allowed | NFL Advanced Team Stats,no,1,Minnesota Vikings,,Minnesota Vikings,,2026,0.33,0.33,0.33,0.33,0.33,0.33,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-touch-allowed,Fantasy Points Per Touch Allowed | NFL Advanced Team Stats,no,2,Washington Commanders,,Washington Commanders,,2026,0.58,0.58,0.58,0.58,0.58,-,0.58,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-touch-allowed,Fantasy Points Per Touch Allowed | NFL Advanced Team Stats,no,2,Arizona Cardinals,,Arizona Cardinals,,2026,0.58,0.58,0.58,0.58,0.58,-,0.58,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-touch-allowed,Fantasy Points Per Touch Allowed | NFL Advanced Team Stats,no,4,Atlanta Falcons,,Atlanta Falcons,,2026,0.58,0.58,0.58,0.58,0.58,-,0.58,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/fantasy-points-per-touch-allowed,Fantasy Points Per Touch Allowed | NFL Advanced Team Stats,no,5,Houston Texans,,Houston Texans,,2026,0.58,0.58,0.58,0.58,0.58,0.58,-,
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/full-ppr,Full PPR Fantasy Points Allowed | NFL Advanced Team Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,,,5.4,5.4,5.4,5.4,5.4,-,"{""FPTS/Game"": ""5.4""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/full-ppr,Full PPR Fantasy Points Allowed | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,,,5.5,5.5,5.5,5.5,-,5.5,"{""FPTS/Game"": ""5.5""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/full-ppr,Full PPR Fantasy Points Allowed | NFL Advanced Team Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,,,5.7,5.7,5.7,5.7,5.7,-,"{""FPTS/Game"": ""5.7""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/full-ppr,Full PPR Fantasy Points Allowed | NFL Advanced Team Stats,no,4,Baltimore Ravens,,Baltimore Ravens,,,,9.0,9.0,9.0,9.0,-,9.0,"{""FPTS/Game"": ""9.0""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/full-ppr,Full PPR Fantasy Points Allowed | NFL Advanced Team Stats,no,5,Tennessee Titans,,Tennessee Titans,,,,9.3,9.3,9.3,9.3,9.3,-,"{""FPTS/Game"": ""9.3""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/standard-scoring,Standard Scoring Allowed | NFL Advanced Team Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,,,5.4,5.4,5.4,5.4,5.4,-,"{""FPTS/Game"": ""5.4""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/standard-scoring,Standard Scoring Allowed | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,,,5.5,5.5,5.5,5.5,-,5.5,"{""FPTS/Game"": ""5.5""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/standard-scoring,Standard Scoring Allowed | NFL Advanced Team Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,,,5.7,5.7,5.7,5.7,5.7,-,"{""FPTS/Game"": ""5.7""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/standard-scoring,Standard Scoring Allowed | NFL Advanced Team Stats,no,4,Baltimore Ravens,,Baltimore Ravens,,,,9.0,9.0,9.0,9.0,-,9.0,"{""FPTS/Game"": ""9.0""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/standard-scoring,Standard Scoring Allowed | NFL Advanced Team Stats,no,5,Tennessee Titans,,Tennessee Titans,,,,9.3,9.3,9.3,9.3,9.3,-,"{""FPTS/Game"": ""9.3""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/underdog-fantasy,Underdog Fantasy Points Allowed | NFL Advanced Team Stats,no,1,Kansas City Chiefs,,Kansas City Chiefs,,,,6.4,6.4,6.4,6.4,6.4,-,"{""FPTS/Game"": ""6.4""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/underdog-fantasy,Underdog Fantasy Points Allowed | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,,,6.5,6.5,6.5,6.5,-,6.5,"{""FPTS/Game"": ""6.5""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/underdog-fantasy,Underdog Fantasy Points Allowed | NFL Advanced Team Stats,no,3,Pittsburgh Steelers,,Pittsburgh Steelers,,,,7.7,7.7,7.7,7.7,7.7,-,"{""FPTS/Game"": ""7.7""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/underdog-fantasy,Underdog Fantasy Points Allowed | NFL Advanced Team Stats,no,4,Tennessee Titans,,Tennessee Titans,,,,9.3,9.3,9.3,9.3,9.3,-,"{""FPTS/Game"": ""9.3""}"
advanced-teams,/nfl/advanced/teams/fantasy-points-allowed/underdog-fantasy,Underdog Fantasy Points Allowed | NFL Advanced Team Stats,no,5,Baltimore Ravens,,Baltimore Ravens,,,,10.0,10.0,10.0,10.0,-,10.0,"{""FPTS/Game"": ""10.0""}"
advanced-teams,/nfl/advanced/teams/pace-playcalling/motion-rate,Team Motion Rate | NFL Advanced Team Stats,no,1,Los Angeles Chargers,,Los Angeles Chargers,,2026,84.3%,84.3%,84.3%,84.3%,84.3%,84.3%,-,"{""2025"": ""51.5%""}"
advanced-teams,/nfl/advanced/teams/pace-playcalling/motion-rate,Team Motion Rate | NFL Advanced Team Stats,no,2,San Francisco 49ers,,San Francisco 49ers,,2026,78.1%,78.1%,78.1%,78.1%,78.1%,-,78.1%,"{""2025"": ""67.0%""}"
advanced-teams,/nfl/advanced/teams/pace-playcalling/motion-rate,Team Motion Rate | NFL Advanced Team Stats,no,3,Atlanta Falcons,,Atlanta Falcons,,2026,75.4%,75.4%,75.4%,75.4%,75.4%,-,75.4%,"{""2025"": ""65.7%""}"
